x0,x1,x2,x3,x4,x5
-1.0037073632813067,3.2847243266187207,-5.853075834440479,9.20207980523219,-4.20223099624043,-1.5029241754575084
-0.9486632630384209,1.2069939153990052,-6.390600426602367,9.335810386629904,-4.845267094784578,-0.8484502062143088
0.0356336553229604,0.12345475557817576,-4.915020262380233,9.823361238985372,-4.840234102272038,-0.3815620551787188
0.21611834516310677,2.836172154353399,-4.859155768849935,9.853718106491835,-3.807744044434468,-1.2734224357618975
0.007861989450955198,5.848663725229928,-5.213461506407352,10.528399806188265,-3.9510827501809254,-2.3103126579932773
0.47977029634878365,-0.33725351078100685,-4.425975565030486,10.885012367060957,-5.002363844230801,-0.4555236495792572
-1.3634479903721575,8.188985639456632,-6.6902293837788935,8.8115717130222,-2.9871512033577496,-2.932119439644013
0.2742845234740967,2.2329445168411675,-5.059826238197053,9.92816604853399,-4.319141954705204,-1.269392298729436
0.11942177635520601,2.031129248952107,-4.925569692433726,10.090797710050657,-4.658279562985911,-1.0131737215023693
-0.39338908500218356,0.002335354875683482,-5.208765664979483,9.713996791110043,-4.933144164421448,-0.7099443950165137
-0.7388375035473317,1.5428230994052934,-5.446838394895737,8.8586488625599,-4.849844543615898,-0.8702183631916315
1.7866687723007737,3.212361074443924,-3.434762598805933,11.207164864214194,-4.758914914457025,-1.3511880420912934
-0.7811399523135354,6.52082814641764,-5.506920933317467,9.336481850147122,-3.4091639008409698,-2.345838136820994
0.32021762580303986,1.3406150429282155,-4.653230335888329,9.884237756737889,-4.838252436289626,-0.8643282809826257
-0.18262544436235806,-2.3879948407369014,-4.4630214820002765,10.087320958686533,-5.607363357861667,0.44418849182410325
-2.4398875803787723,3.3016772178965192,-7.361500943386953,8.319222276437552,-4.366224263557815,-1.5235321307573515
-0.0015445203046915118,3.388811518223174,-4.98808254801248,9.434052252250472,-3.9603058059561436,-1.403304585247566
-1.895716025133235,5.073105422125993,-6.812029915391346,10.146486924527746,-4.054592678513038,-2.0604961874734973
1.7144752739105933,2.6223134324666053,-3.070955949159034,10.813907523724883,-4.479170325835203,-1.3109580497470295
0.20355393164255672,3.297666649324911,-4.446259495121101,10.134445951681924,-4.31713522188836,-1.3179169110258653
-0.918794412803305,1.231580593632317,-5.731768593781221,10.113360928121729,-4.650040981420174,-0.9240128448433796
0.03213499242505569,-0.5917441577962013,-5.03660612111847,10.694168626043833,-4.864992304318992,-0.2427025718972794
3.8636753164179987,4.081127958041915,-0.24211082906801318,11.883544076041098,-3.941643522905607,-1.8439648170976646
-4.982351106339581,3.948233835251074,-10.193364864320586,7.009974254074123,-3.9313428624541515,-1.6655584721082444
2.3974004534619677,2.944451124179331,-2.4627855747587732,11.112693653289371,-4.165711832258408,-1.397615183296622
0.8271482376784789,0.38570251803853317,-4.1662876216452265,11.409634108563719,-5.129119579600601,-0.7193111998373353
-1.5215318869962073,3.871900912425633,-6.652948837144089,9.273115425334824,-4.574607101356033,-1.5257815651496287
-1.3954720793524327,1.3274965871443336,-6.439016845735484,9.285946128038825,-4.772498924271334,-0.9318244469746695
3.799835060803511,6.156223398724741,-1.4203398015607847,11.486583786440306,-4.035851955351399,-2.328764092792814
-1.6334874642628938,2.902538775333391,-7.0029604535151595,9.644061839987039,-4.679135697566555,-1.4257246621429052
-0.34869557462436584,5.49284533509417,-5.136224819540756,9.53045002891237,-4.379326890527066,-2.262282309508999
-2.368274640333093,3.121164809733462,-7.105632186586432,8.408286364950232,-4.262759115457938,-1.5971120038765574
-2.2013276042836667,6.426091105276183,-7.951785408539143,8.712033518455172,-3.497397904440919,-2.518915679515444
0.21613424931968395,3.152634064329821,-4.473704679413799,9.899162472992671,-4.493637909152573,-1.4471329438078797
-0.3604799439996147,5.118079793749374,-5.111220525269797,9.924324741608379,-4.118151596613341,-1.978695122774182
1.0495182138483408,0.6514379351639996,-4.023899779593561,11.654681338771066,-5.192425716577042,-0.8000183019516484
-0.34985315768737596,-0.25233900341437066,-5.141295336527831,10.084498448451406,-4.694177675108719,-0.5244483713534047
0.3250923014496956,4.012240332325335,-4.955122656266727,10.677524896896381,-4.1189346209504105,-1.7208494418956326
0.10984193587586057,1.2157463833190842,-4.736809517392662,10.106465307233538,-4.284379824888147,-1.014175285650653
-1.9065210666867645,3.836294442084303,-7.17084807348234,9.28170280123017,-4.1157357505806145,-1.6013387669761117
-2.7988324001404887,-0.7464451587681231,-8.027416910196653,8.829871494961564,-5.124743354837696,-0.29038705021208683
